Well,Well Position,Omit,Sample,Target,Task,Reporter,Quencher,Amp Status,Amp Score,BioRad Cq,Thermo Cq,Cq Confidence,Cq Mean,Cq SD,,
229,J13,FALSE,201,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
230,J14,FALSE,215,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
230,J14,FALSE,215,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
230,J14,FALSE,215,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
231,J15,FALSE,231,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
231,J15,FALSE,231,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
231,J15,FALSE,231,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
232,J16,FALSE,247,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
232,J16,FALSE,247,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
232,J16,FALSE,247,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
233,J17,FALSE,263,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
233,J17,FALSE,263,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
233,J17,FALSE,263,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
234,J18,FALSE,279,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
234,J18,FALSE,279,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
234,J18,FALSE,279,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
235,J19,FALSE,295,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
235,J19,FALSE,295,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
235,J19,FALSE,295,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
218,J2,FALSE,27,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
218,J2,FALSE,27,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
218,J2,FALSE,27,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
236,J20,FALSE,309,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
236,J20,FALSE,309,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
236,J20,FALSE,309,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
237,J21,FALSE,325,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
237,J21,FALSE,325,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
237,J21,FALSE,325,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
238,J22,FALSE,341,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
238,J22,FALSE,341,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
238,J22,FALSE,341,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
239,J23,FALSE,357,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
239,J23,FALSE,357,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
239,J23,FALSE,357,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
240,J24,FALSE,373,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.399616538,NaN,NaN,0,,,,
240,J24,FALSE,373,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
240,J24,FALSE,373,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
219,J3,FALSE,43,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
219,J3,FALSE,43,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
219,J3,FALSE,43,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
220,J4,FALSE,59,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
220,J4,FALSE,59,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
220,J4,FALSE,59,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
221,J5,FALSE,75,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
221,J5,FALSE,75,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,1.603422948,NaN,NaN,0,,,,
221,J5,FALSE,75,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
222,J6,FALSE,91,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
222,J6,FALSE,91,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
222,J6,FALSE,91,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
223,J7,FALSE,107,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
223,J7,FALSE,107,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
223,J7,FALSE,107,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
224,J8,FALSE,121,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
224,J8,FALSE,121,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
224,J8,FALSE,121,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
225,J9,FALSE,137,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
225,J9,FALSE,137,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
225,J9,FALSE,137,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
241,K1,FALSE,6,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
241,K1,FALSE,6,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,34.65352597,NaN,0,,,,
241,K1,FALSE,6,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
250,K10,FALSE,146,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
250,K10,FALSE,146,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,31.12503156,NaN,0,,,,
250,K10,FALSE,146,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,30.78732591,NaN,0,,,,
251,K11,FALSE,162,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
251,K11,FALSE,162,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,34.78395857,NaN,0,,,,
251,K11,FALSE,162,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,34.69505595,NaN,0,,,,
252,K12,FALSE,178,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
252,K12,FALSE,178,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
252,K12,FALSE,178,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
253,K13,FALSE,194,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.566342399,NaN,25.13900566,0.981282623,25.13900566,,,
253,K13,FALSE,194,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.640054114,NaN,35.0039444,0.978333588,35.0039444,,,
253,K13,FALSE,194,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.413184716,NaN,31.3829937,0.982726332,31.3829937,,,
254,K14,FALSE,210,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.597566541,NaN,24.80154228,0.990718768,24.80154228,,,
254,K14,FALSE,210,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.496073364,NaN,33.43305206,0.969859164,33.43305206,,,
254,K14,FALSE,210,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
255,K15,FALSE,224,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
255,K15,FALSE,224,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
255,K15,FALSE,224,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
256,K16,FALSE,240,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
256,K16,FALSE,240,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
256,K16,FALSE,240,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
257,K17,FALSE,256,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
257,K17,FALSE,256,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
257,K17,FALSE,256,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
258,K18,FALSE,272,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
258,K18,FALSE,272,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
258,K18,FALSE,272,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
259,K19,FALSE,288,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
259,K19,FALSE,288,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
259,K19,FALSE,288,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
242,K2,FALSE,22,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
242,K2,FALSE,22,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.489170304,NaN,32.89804077,0.986391641,32.89804077,,,
242,K2,FALSE,22,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.26215827,NaN,32.24913406,0.968761206,32.24913406,,,
260,K20,FALSE,304,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.57828162,NaN,0,,,,
260,K20,FALSE,304,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,32.65693297,NaN,0,,,,
260,K20,FALSE,304,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,29.79375554,NaN,0,,,,
261,K21,FALSE,318,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.93312102,NaN,0,,,,
261,K21,FALSE,318,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,28.80714523,NaN,0,,,,
261,K21,FALSE,318,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,27.20327962,NaN,0,,,,
262,K22,FALSE,334,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0.552488817,NaN,NaN,0,,,,
262,K22,FALSE,334,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
262,K22,FALSE,334,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
263,K23,FALSE,350,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
263,K23,FALSE,350,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
263,K23,FALSE,350,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
264,K24,FALSE,366,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
264,K24,FALSE,366,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
264,K24,FALSE,366,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
243,K3,FALSE,36,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
243,K3,FALSE,36,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
243,K3,FALSE,36,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.187039598,NaN,35.71209335,0.960627491,35.71209335,,,
244,K4,FALSE,52,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
244,K4,FALSE,52,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
244,K4,FALSE,52,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0.980831027,NaN,NaN,0,,,,
245,K5,FALSE,68,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
245,K5,FALSE,68,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
245,K5,FALSE,68,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
246,K6,FALSE,84,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
246,K6,FALSE,84,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
246,K6,FALSE,84,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
247,K7,FALSE,100,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
247,K7,FALSE,100,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
247,K7,FALSE,100,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
248,K8,FALSE,116,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
248,K8,FALSE,116,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
248,K8,FALSE,116,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
249,K9,FALSE,130,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
249,K9,FALSE,130,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
249,K9,FALSE,130,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
265,L1,FALSE,14,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
265,L1,FALSE,14,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
265,L1,FALSE,14,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
274,L10,FALSE,154,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
274,L10,FALSE,154,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
274,L10,FALSE,154,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
275,L11,FALSE,170,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
275,L11,FALSE,170,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
275,L11,FALSE,170,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
276,L12,FALSE,186,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
276,L12,FALSE,186,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
276,L12,FALSE,186,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0.99899198,NaN,NaN,0,,,,
277,L13,FALSE,202,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
277,L13,FALSE,202,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
277,L13,FALSE,202,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
278,L14,FALSE,216,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
278,L14,FALSE,216,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
278,L14,FALSE,216,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
279,L15,FALSE,232,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
279,L15,FALSE,232,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
279,L15,FALSE,232,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
280,L16,FALSE,248,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
280,L16,FALSE,248,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,1.510689146,NaN,NaN,0,,,,
280,L16,FALSE,248,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
281,L17,FALSE,264,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
281,L17,FALSE,264,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
281,L17,FALSE,264,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
282,L18,FALSE,280,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
282,L18,FALSE,280,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
282,L18,FALSE,280,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
283,L19,FALSE,296,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
283,L19,FALSE,296,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
283,L19,FALSE,296,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
266,L2,FALSE,28,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
266,L2,FALSE,28,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
266,L2,FALSE,28,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
284,L20,FALSE,310,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
284,L20,FALSE,310,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
284,L20,FALSE,310,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
285,L21,FALSE,326,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
285,L21,FALSE,326,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
285,L21,FALSE,326,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
286,L22,FALSE,342,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
286,L22,FALSE,342,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
286,L22,FALSE,342,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
287,L23,FALSE,358,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
287,L23,FALSE,358,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
287,L23,FALSE,358,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
288,L24,FALSE,374,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
288,L24,FALSE,374,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
288,L24,FALSE,374,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
267,L3,FALSE,44,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
267,L3,FALSE,44,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
267,L3,FALSE,44,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
268,L4,FALSE,60,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
268,L4,FALSE,60,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
268,L4,FALSE,60,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
269,L5,FALSE,76,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
269,L5,FALSE,76,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
269,L5,FALSE,76,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
270,L6,FALSE,92,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
270,L6,FALSE,92,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
270,L6,FALSE,92,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
271,L7,FALSE,108,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
271,L7,FALSE,108,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
271,L7,FALSE,108,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
272,L8,FALSE,122,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
272,L8,FALSE,122,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
272,L8,FALSE,122,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
273,L9,FALSE,138,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
273,L9,FALSE,138,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
273,L9,FALSE,138,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
289,M1,FALSE,7,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
289,M1,FALSE,7,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.307742984,33.60384657,36.40439987,0.961442425,36.40439987,,,
289,M1,FALSE,7,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.494625375,33.4724834,NaN,0,,,,
298,M10,FALSE,147,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
298,M10,FALSE,147,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,33.63155701,NaN,0,,,,
298,M10,FALSE,147,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,33.09336658,NaN,0,,,,
299,M11,FALSE,163,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
299,M11,FALSE,163,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
299,M11,FALSE,163,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
300,M12,FALSE,179,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
300,M12,FALSE,179,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,33.73379963,NaN,0,,,,
300,M12,FALSE,179,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
301,M13,FALSE,195,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.559911363,NaN,24.75875473,0.992924976,24.75875473,,,
301,M13,FALSE,195,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.624672473,NaN,35.02264786,0.983890449,35.02264786,,,
301,M13,FALSE,195,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.354266881,NaN,32.22875977,0.980357061,32.22875977,,,
302,M14,FALSE,211,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.587771149,NaN,24.84723473,0.990187097,24.84723473,,,
302,M14,FALSE,211,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.303793266,NaN,33.98675919,0.914072718,33.98675919,,,
302,M14,FALSE,211,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.193410361,NaN,30.57973289,0.967845143,30.57973289,,,
303,M15,FALSE,225,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
303,M15,FALSE,225,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
303,M15,FALSE,225,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
304,M16,FALSE,241,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
304,M16,FALSE,241,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
304,M16,FALSE,241,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
