Well,Fluor,Target,Content,Sample,Biological Set Name,BioRad Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
H06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
H24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I01,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I02,FAM,,Unkn,,,32.38306553,32.38306553,0,NaN,NaN,NaN,0,55,
I02,HEX,,Unkn,,,31.96389476,31.96389476,0,NaN,NaN,NaN,0,55,
I02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I04,FAM,,Unkn,,,34.01782527,34.01782527,0,NaN,NaN,NaN,0,55,
I04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I13,Cy5,,Unkn,,,24.76887504,24.76887504,0,NaN,NaN,NaN,0,55,
I13,FAM,,Unkn,,,32.83718696,32.83718696,0,NaN,NaN,NaN,0,55,
I13,HEX,,Unkn,,,29.72843305,29.72843305,0,NaN,NaN,NaN,0,55,
I13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I14,Cy5,,Unkn,,,25.06765917,25.06765917,0,NaN,NaN,NaN,0,55,
I14,FAM,,Unkn,,,28.63886064,28.63886064,0,NaN,NaN,NaN,0,55,
I14,HEX,,Unkn,,,27.26869403,27.26869403,0,NaN,NaN,NaN,0,55,
I14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
I24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J01,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
J24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K01,FAM,,Unkn,,,34.65352597,34.65352597,0,NaN,NaN,NaN,0,55,
K01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K02,FAM,,Unkn,,,31.12503156,31.12503156,0,NaN,NaN,NaN,0,55,
K02,HEX,,Unkn,,,30.78732591,30.78732591,0,NaN,NaN,NaN,0,55,
K02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K03,FAM,,Unkn,,,34.78395857,34.78395857,0,NaN,NaN,NaN,0,55,
K03,HEX,,Unkn,,,34.69505595,34.69505595,0,NaN,NaN,NaN,0,55,
K03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K13,Cy5,,Unkn,,,24.57828162,24.57828162,0,NaN,NaN,NaN,0,55,
K13,FAM,,Unkn,,,32.65693297,32.65693297,0,NaN,NaN,NaN,0,55,
K13,HEX,,Unkn,,,29.79375554,29.79375554,0,NaN,NaN,NaN,0,55,
K13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K14,Cy5,,Unkn,,,24.93312102,24.93312102,0,NaN,NaN,NaN,0,55,
K14,FAM,,Unkn,,,28.80714523,28.80714523,0,NaN,NaN,NaN,0,55,
K14,HEX,,Unkn,,,27.20327962,27.20327962,0,NaN,NaN,NaN,0,55,
K14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
